Carimbo de data/hora;Endereço de e-mail;Title;ID;Project description;Country;Continent;Biome/ecoregion;Climate region;What are the project purpose and objectives?;What are the project objectives?;Who owns the land used in the project?;Which size in hectares is the project area?;What is the total amount of CO2 removal generated by the project activity?;What biomass was counted?;"
What year did the project start?";How long will the project last?;Who will get the profit from the carbon credit sale?;What are the funding systems predicted?;What are the origin of the plant species used?;What species will be planted in the restoration activity?;Enumerate all the actions planned in the project;Are social actions planned for the project?  ;Are biodiverisity actions planned for the project?  ;What are all measurable variables used for biodiversity counting?;Are there indices of biodiversity used as a sign of project success?;Is there a biodiversity monitoring plan for the post-project phase?;What will be the land use in the area after the end of the project?;What type of recovery activity is carried out in the project?;"Filter suitability
";If no, why?
6/6/2024 16:13:16;gabrielasales@discente.ufg.br;Reforestation of Degraded Lands in the Valle California of Patagonia, Chile;886;"The reforestation project in Valle California involves the restoration of degraded lands in the Patagonia region of Chile. The initial project activity instance consists of reforesting 136.65 hectares of land in Valle California, utilizing species like Coihue and Ñirre from the Nothofagus genus. The project began in 2010 with the planting of nearly 57 hectares across twenty areas. The project aims to address the irreversible changes caused by historical fires in Southern Chile, leading to soil erosion and habitat fragmentation. Key steps in the reforestation process include identifying suitable planting areas, preparing the land, transporting saplings, and planting. SNP Patagonia Sur's Forestry Operations Manager and Sub-manager use GIS maps and field observations to select planting areas, delineating them with GPS technology. The project follows the CDM methodology ""Consolidated afforestation and reforestation baseline and monitoring methodology AR-ACM0001"" and is part of a larger effort to reforest degraded lands in the Patagonia region of Chile.";Chile;South America;Temperate Grasslands, Savannas and Shrublands;Temperate;;;;136.65;;;2010;;;;;;;;;;;;;;No;Temperate climate zone
6/6/2024 16:58:48;gabrielasales@discente.ufg.br;FUELLING A GREENER FUTURE FOR FARMERS IN MALAWI THROUGH THE USE OF JATROPHA CURCAS;898;The project by Bio Energy Resources Ltd in Malawi aims to fuel a greener future for farmers through the use of Jatropha curcas. It involves re-vegetation activities on degraded and marginal land by establishing Jatropha Curcas hedgerows mainly along fields and homesteads. The project plants hedgerows that will reach a maximum width of 3 meters at maturity and are not planted as an alternative to food crops. Farmers can grow crops on either side of the hedgerow in the first years after planting. Jatropha starts bearing fruit after one year, generating income for the farmers, and is expected to mature by year 7, covering a 3-meter width. The project received a grant from a Dutch foundation to support its realization. The project aims to provide sustainable energy practices, support farmers in Malawi, and address environmental degradation issues in the region.;Malawi;Africa;Tropical and Subtropical Grasslands, Savannas, and Shrublands;Tropical;The purpose of the project is to re-vegetate degraded and marginal land in Malawi by establishing Jatropha Curcas hedgerows, mainly along fields and homesteads.;"1. To establish hedgerows of Jatropha around homesteads, on derelict land, and along the boundaries of agricultural fields to improve land quality and provide sustainable energy sources .
2. To generate income for farmers through the cultivation of Jatropha, which is expected to bear fruit and mature within seven years .
3. To address forest degradation in Malawi caused by poverty, population growth, agricultural expansion, infrastructural development, and over-dependency on wood fuel for energy .
4. To contribute to a greener future for farmers in Malawi by promoting the use of Jatropha Curcas as a sustainable energy source .
5. To monitor and report on environmental and social aspects of the project, including progress on the implementation of the Environmental Management Plan";private owners;21363;25878;Above ground, Below ground, Soil biomass;2008;30;Project investors;Carbon credits under VCS;Exotic;Jatropha curcas;"1. Establishing a community farmer-based planting program to plant Jatropha trees throughout Malawi.
2. Building centrally located processing plants over the first ten years of the program.
3. Producing biofuel to replace existing fossil diesel and provide rural energy for lighting.
4. Producing by-products like fuel briquettes/charcoal and organic fertilizer from the seedcake .
5. Conducting a Biodiversity Baseline Survey to assess the impact on biodiversity.
6. Ensuring that the proposed investment is not seen as a threat to biodiversity resources.
7. Monitoring the presence and signs of existence of animals in the operating areas .
8. Empowering farmers to continue planting Jatropha for sale to other organizations or for export.
9. Collaborating with the Biofuel Association to support the project's social impact .
";Yes;No;Plant biodiversity, Abundance of individuals of various species, Presence and signs of existence of animals, vegetation type and structure;No;No;Local sustainable use;Recovering;Yes;
6/6/2024 20:40:29;gabrielasales@discente.ufg.br;The International Small Group and Tree Planting Program, Kenya, VCS-006;899;The International Small Group and Tree Planting Program (TIST) in Kenya is a reforestation and sustainable development initiative involving subsistence farmers. Participants, organized into Small Groups, plant trees on their land, retaining ownership of the trees and their products. TIST provides training and shares carbon revenues with the farmers. The program aims to combat deforestation, poverty, and drought by empowering farmers in Kenya, India, Tanzania, and Uganda. Through carbon credit sales, TIST generates income for participants and funds projects addressing agricultural, HIV/AIDS, nutritional, and fuel challenges. The program supports reforestation efforts, biodiversity, and climate change mitigation while providing economic benefits to a growing number of individuals and communities;Kenya;Africa;Tropical and Subtropical Moist Broadleaf Forests;Tropical and Subtropical Grasslands, Savannas and Shrublands;The purpose of the International Small Group and Tree Planting Program in Kenya is to achieve greenhouse gas (GHG) removals through reforestation and revegetation activities.;"1. Achieving greenhouse gas (GHG) removals through reforestation and revegetation activities.
2. Sequestering atmospheric CO2 in live aboveground and belowground biomass.
3. Empowering small groups of subsistence farmers to combat deforestation, poverty, and drought.
4. Supporting reforestation and biodiversity efforts through tree planting.
5. Generating participant income through carbon credit sales.
6. Addressing agricultural, HIV/AIDS, nutritional, and fuel challenges in the community.
7. Promoting sustainable development practices while mitigating climate change impacts.
8. Increasing tree cover, biodiversity, and climate change benefits in the project areas.
9. Providing long-term income streams and developing sustainable environments and livelihoods.
10. Breaking the local cycle of deforestation, drought, and famine through sustainable land management practices";private owners;7152;6998259;Above ground, Below ground;2004;30;Project investors, Local private owners;Carbon credits under VCS;Native, Exotic;"Acacia mearnsii (Australian Acacia), Acacia seyal (Whistling Thorn), Acacia spp. (Acacia), 
Adansonia digitata (Baoba), Albizia gummifera (Peacock Flower), Anacardium occidentale (Cashew), Annona senegalensis (Wild Soursop), Annona spp.(Annona), Azadirachta indica (Neem), Bombax ceiba (Silk Cotton), Brachychiton acerifolium (Flame Tree), Brachystegia spiciformis (Bean-Pod Tree), Brachystegia spp. (Miombo), Bridelia taitensis (Bridelia taitensis), Callistemon spp. (Bottlebrush), Canarium schweinfurthii (Bush Candle), Casuarina equisetifolia (Casuarina), Celtis durandii (White Stinkwood), Citrus limonum (Lemon), Citrus sinensis (Orange), Cordia Africana (East African Cordia), Croton megalocarpus (Croton), Croton Sylvaticus (Woodland Croton), Cussonia holstii (Cabbage Tree), Cupressus spp. (Cypress), Dombeya rotundifolia (Wild Pear), Ehretia cymosa (Du-Tsho Murembu), Erythrina abyssinica (Coral Tree), Eucalyptus grandis (Flooded Gum), Euclea divinorum (Magic Gwarra), Ficus elastica (Rubber Fig), Ficus sycomorus (Sycamore Fig), Ficus thonningii (Common Wild Fig), Fraxinus berlandieriana (Mexican Ash), Fraxinus pennsylvanica (Green Ash), Grevillea robusta (Grevillea), Harungana spp. (Blood Tree), Jacaranda mimosifolia (Jacaranda), Leucaena leucocephala (Leucaena), Lovoa swynnertonii (Brown Mahogany), Macadamia spp. (Macadamia Nut), Maesopsis eminii (Umbrella Tree), Mangifera indica (Mango), Morus alba (Indian Mulberry), Newtonia buchananii (Newtonia), Olea europaea (Olive), Persea americana (Avocado), Phoenix reclinata (Senegal Palm), Pinus Patula (Patula pine), Pithecelobium dulce (Blackbead Tree), Podocarpus falcatus (East African Yellow Wood), Polyscias fulva (Parasol), Prunus africana (Iron Wood), Prunus persica (Peach), Psidium guajava (Guava), Rubus spp. (Rubus), Schinus molle (Pepper tree), Senna spectabilis (Yellow Shower), Solanum aculeastrum (Bitter Apple), Strychnos henningsii (Walking Stick), Strychnos madagascariensis (Black/Spineless Monkey Orange), Terminalia brownii (Mbarao), Toddalia asiatica (Forest Pepper), Toona ciliata (Red Cedar), Vangueria infausta (Wild Medlar), Vangueria spp. (Wild Medlar), Vitex keniensis (Meru Oak), Warburgia ugandensis (East African Green Wood).";"1. Direct tree planting of selected species by Small Groups to meet individual goals and needs.
2. Acquisition of seeds and development of nurseries by Small Groups.
3. Digging individual holes for seedlings, spaced appropriately and fertilized with natural fertilizers.
4. Monitoring project activities using innovative data collection system deployed by trained local representatives.
5. Utilization of Internet technology for transparent reporting and data transfer.
6. Encouragement of crop rotations incorporating indigenous tree species.
7. Interplanting exotic with native tree species.
8. Encouragement of planting more indigenous tree species.
9. Promotion of awareness on organic fertilizers and pesticides.
10. Regular training through seminars, cluster meetings, Small Group meetings, and newsletters.
11. Annual visits by trained Quantifiers to Small Groups for quantification and support.
12. Management of water catchment areas through tree planting.
13. Cash remuneration based on the number of trees in farms.
14. Potential income generation through carbon credit markets.
15. Enhanced access to tree products like firewood and timber.
16. Ongoing communication with stakeholders for feedback and engagement.";Yes;Yes;Number of trees planted;No;No;Local sustainable use;Reforestation for recovering, Agroforestry;Yes;
6/6/2024 21:37:53;gabrielasales@discente.ufg.br;"""Weyerhaeuser Uruguay"" Forest Plantations project on degraded grasslands under extensive grazing";960;"The ""Weyerhaeuser Uruguay"" Forest Plantations project involves afforestation of degraded lands that were previously under extensive grazing in the Northeast region of Uruguay. This project aims to improve soil quality, promote sustainable timber and cattle production, and contribute to climate change mitigation. The project has been approved by the General Forestry Directorate and the National Environment Directorate, ensuring compliance with legal, environmental, social, and labor regulations. Additionally, the project is seeking PEFC certification. The project does not cause displacement of activities and is expected to benefit the region by creating quality employment opportunities and potentially stimulating new services and industrial development.";Uruguay;South America;Tropical and Subtropical Grasslands, Savannas and Shrublands;Subtropical;"The main objectives of the ""Weyerhaeuser Uruguay"" Forest Plantations project are wood production, land restoration, and carbon sequestration through afforestation.";"1. Achieving long-term sustainability and improving soil quality.
2. Sustainable timber and cattle production.
3. Climate change mitigation through afforestation.
4. Compliance with national laws and regulations related to forestry activities.
5. Seeking PEFC certification for adherence to legal, environmental, social, and labor standards.
6. Generating employment opportunities and contributing to regional and national development priorities.
7. Reduction of rural poverty through stable and high-quality employment.
8. Incorporation of technology for optimizing wood productivity and quality.
9. Increasing the nationally added value of forestry products.
10. Preservation of biodiversity and improvement of soil quality.
11. Contribution to sustainable development through increased employment, rural development, increased production value, improved fiscal balance, and biodiversity preservation.";project proponent;18191;5601938;Above ground, Below ground, Soil biomass;2006;100;Project investors;Carbon credits under VCS;Exotic;Eucalyptus grandis, Pinus taeda;"1. Afforestation of degraded lands under extensive grazing in the Northeast of Uruguay.
2. Establishment of forests on land previously used for grassland for over 300 years.
3. Certification under the PEFC standard for sustainable forest management.
4. Monitoring of carbon pools for issuance of VCUs.
5. Contribution to sustainable development of the region through the creation of quality employment and timber production.
6. Promotion of small family businesses and reduction of rural poverty through job creation.
7. Contribution to the development of the region and the country as per Uruguayan government priorities";Yes;No;None;No;No;Commercial (timber production);Afforestation;Yes;
6/7/2024 17:24:20;gabrielasales@discente.ufg.br;El Arriero Afforestation Project;961;"The ""El Arriero Afforestation Project"" involves the establishment of forests on land that was previously under grassland for more than 300 years. The project aims to afforest degraded lands under extensive grazing in the Northeast region of Uruguay. It is a single GHG project falling under the VCS scope 14: ""Agriculture, Forestry and Other Land Use"" as an Afforestation, Reforestation, and Revegetation (ARR) initiative. The project is implemented by 'El Arriero' S.A., a company legally constituted for investments in Uruguay. The project activities are managed by Cambium Forestal Uruguay S.A., a consultant company experienced in forest management. The project started on April 30, 2009, and has a crediting period of 100 years, aiming to remove a total of 1,827,052 tCO2 over this period. The project is expected to contribute significantly to sustainable development in Uruguay by enhancing employment, rural development, production value, fiscal balance, biodiversity preservation, and soil quality improvement.";Uruguay;South Africa;Tropical and Subtropical Grasslands, Savannas and Shrublands;Subtropical;The purpose of the project is to establish forests on degraded lands under extensive grazing, with a focus on sustainable forest management practices certified by the Forest Stewardship Council (FSC) standard;"1. Wood production
2. Land restoration
3. Carbon sequestration through afforestation
4. Long-term sustainability and improvement of soil quality
5. Preservation of biodiversity and valuable conservation areas outside project boundaries
6. Creation of employment opportunities
7. Contribution to the development of the region and the country
8. Promotion of small family businesses
9. Increase in exports
10. Eradication of rural poverty
11. Incorporation of technology
12. Increased nationally added value
13. Development of new productive chains
14. Geographic decentralization of development";project proponent;5377;1827052;Above ground, Below ground, Soil biomass;2009;100;Project investors;Carbon credits under VCS;Exotic;Pinus taeda, Hybrid Pine Caribea, Hybrid Pine Elliottii;"1. Planting 1,020 seedlings per hectare of Pinus taeda .
2. Conducting soil chemical analysis before tillage for fertility assessment and applying fertilizer when deficiencies are identified .
3. Implementing three pruning operations to reach a height of 5.6 meters .
4. Performing pre-commercial thinning at 6 meters of dominant height and commercial thinning at 16 meters of dominant height .
5. Planning the final harvest to occur 22 to 25 years after planting .
6. Prioritizing manual, mechanical, and biological controls for diseases and pests .
7. Establishing forest plantations designed to preserve high biodiversity value areas .
8. Developing a monitoring plan for flora and fauna to define conservation strategies .
9. Ensuring no displacement of cattle and following FSC standards for sustainable forest management
10. Job creation in an area with high unemployment and poverty rates";Yes;No;None;No;Yes;Commercial (timber production);Afforestation;Yes;
6/7/2024 17:56:42;gabrielasales@discente.ufg.br;"""Forteko"" Afforestation Project on Degraded Grasslands under Extensive Grazing";962;"The ""Forteko"" Afforestation Project involves the establishment of forests on degraded grasslands under extensive grazing in Uruguay. The project area has been historically used for grazing by sheep and beef cattle, leading to soil erosion and land degradation. The project aims to address these issues by planting mainly Pinus taeda plantations, with a rotation length of 22 to 25 years, on land previously used for cattle grazing. The objectives of the project include wood production, land restoration, and carbon sequestration through afforestation. The project's crediting period is 100 years, and all practices are certified by the FSC standard to ensure sustainable forest management. The project is expected to contribute significantly to sustainable development in Uruguay by increasing employment, rural development, gross value of production, fiscal balance, biodiversity preservation, and soil quality improvement. The project is implemented by Forestal Tekoayhu S.A., a company based in Uruguay";Uruguay;South America;Tropical and Subtropical Grasslands, Savannas and Shrublands;Subtropical;"The general purpose of the ""Forteko"" Afforestation Project is to address environmental challenges, promote sustainable land use practices, and contribute to economic and social development in the region where the project is implemented. ";"1. To restore degraded grasslands through afforestation, improving soil quality and promoting sustainability .
2. Seeks to sequester carbon dioxide from the atmosphere, contributing to climate change mitigation efforts .
3. To contribute to the sustainable development of the region by creating quality employment opportunities, increasing the gross value of production, promoting rural development, preserving biodiversity, and improving soil quality .
4. To generate high-quality and stable employment in a region of Uruguay with elevated levels of poverty, contributing to the eradication of rural poverty .
5. Incorporating the best available technology for optimizing wood productivity and quality, with a focus on sustainability and continuous improvement over time .
6. The production of the project, including wood and carbon credits, is intended for the international market, enhancing Uruguay's presence in global trade";project proponent;16928;5596531;Above ground, Below ground, Soil biomass;2007;100;Project investors;Carbon credits under VCS;Exotic;Pinus taeda, Hybrid Pine Caribea, Elliottii;"1. Planning establishment of plantations with authorization from DINAMA
2. Limiting individual stand sizes to not exceed 50 hectares
3. Banning logging or operations that threaten native forests
4. Creating biological corridors to favor flora and fauna displacement
5. Implementing site preparation tasks like ant control, tillage, and herbicide application 
6. Developing a monitoring plan for flora and fauna
7. Creating employment opportunities, with an increase in job positions during different project phases
8. Promoting small family businesses and contributing to the region's development as per Uruguayan government priorities
9. Generating internationally tradable products like wood and carbon credits 
10. Four fauna surveys will be done (one in each season in the year) and tow flora
surveys (spring and summer).";Yes;Yes;Number of trees planted;No;No;Commercial (timber production);Afforestation;Yes;
6/8/2024 11:14:51;gabrielasales@discente.ufg.br;ITAA Afforestation Project on Degraded Grasslands under Extensive Grazing;965;The 'ITAA' Afforestation Project involves the afforestation of degraded grasslands under extensive grazing in the Southeast of Uruguay. The project aims to contribute to the sustainable development of the region by creating quality employment opportunities and producing timber. The area targeted for afforestation has been significantly altered by years of grazing, leading to changes in species composition, soil loss due to erosion, and a decrease in soil organic carbon content. The project focuses on planting forests in degraded grazing zones while preserving valuable conservation areas nearby. It aims to improve soil quality, promote sustainable timber and cattle production, and mitigate climate change effects through long-term forest management practices. The project demonstrates additionality by showing that afforestation in the area would not likely occur without carbon financing. Overall, the project is expected to enhance employment, rural development, production value, fiscal balance, biodiversity preservation, and soil quality in Uruguay;Uruguay;South America;Tropical and Subtropical Grasslands, Savannas and Shrublands;Subtropical;The ultimate purpose of the 'ITAA' Afforestation Project is to achieve long-term sustainability and improve soil quality. ;"1. Achieving long-term sustainability.
2. Improving soil quality.
3. Promoting sustainable timber production.
4. Promoting sustainable cattle production.
5. Contributing to climate change mitigation efforts.
6. Creating quality employment opportunities.
7. Enhancing rural development.
8. Increasing the gross value of production.
9. Improving fiscal balance.
10. Preserving biodiversity.
11. Improving and preserving soil quality.";project proponent;1544;545216;Above ground, Below ground, Soil biomass;2007;100;Project investors;Carbon credits under VCS;Exotic;Eucalyptus globulus, Eucalyptus maidenii;"1. Creation of buffer areas between Eucalyptus plantations and native forests .
2. Establishment of firebreak strips to prevent fires and minimize fuel volume .
3. Implementation of infrastructure for roads, cattle fences, buildings, and wood stocking .
4. Utilization of the best available technology for optimizing wood productivity and quality .
5. Production of timber for high-value products .
6. Incorporation of the SAG globulus model for estimating growth curves and timber returns.
7. Monitoring and calculation of greenhouse gas emissions and removals .
8. Contribution to the eradication of rural poverty through the generation of stable employment .
9. Potential inducement of industrial development in the region through the project's presence .
10. Application for Forest Stewardship Council certification to assess environmental impacts. ";No;No;None;No;No;Commercial (timber production);Afforestation;Yes;
6/8/2024 11:57:16;gabrielasales@discente.ufg.br;Reforestation of Degraded Forest Reserves in Ghana;987;The project activity involves the reforestation of degraded forest reserves in Ghana, specifically targeting the Asubima Forest Reserve in the north of the Ashanti region. The project aims to reforest a total of 15,000 hectares, with the initial phase covering 1,506 hectares. The reforestation efforts include planting exotic and indigenous tree species, restoring natural forest in riparian buffer zones, and harvesting high-quality timber. The project is implemented by FORM Ghana Ltd., a company certified by the Forest Stewardship Council (FSC) and adhering to high sustainability standards. The project activities are monitored according to approved methodologies for a project period of 40 years. The ultimate goal is to restore productive forests in degraded areas and contribute to the conservation and sustainable use of forest resources in Ghana. ;Ghana;Africa;Tropical and Subtropical Moist Broadleaf Forests;Tropical;The purpose of the reforestation project in the Asubima Forest Reserve is to restore degraded forest reserves in Ghana by reforesting 15,000 hectares of land.;"1. Reforest 15,000 hectares of degraded forest reserves in Ghana.
2. Restore the Asubima Forest Reserve, starting with 1,506 hectares in the initial phase.
3. Plant exotic and indigenous tree species to enhance biodiversity and ecosystem services.
4. Restore natural forest in riparian buffer zones to improve water quality and soil fertility.
5. Harvest high-quality timber sustainably to support economic development.
6. Implement project activities according to approved methodologies for a 40-year project period.
7. Contribute to the conservation and sustainable use of forest resources in Ghana.
8. Address the impacts of overexploitation, bushfires, and illegal farming on the forest reserve.
9. Engage with local communities and stakeholders to ensure project success and sustainability.";the government, private owners;1506;360943;Above ground, Below ground, Soil biomass;2008;40;Project investors;Carbon credits under VCS;Native, Exotic;Cola gigantea (Watapuo), Erythropleum ivorense (Potrodom), Hildegardia barteri (A.Kyewewa), Khaya anthoteca (Mahogany), Mansonia altissima (Mansonia), Nauclea diderrichii (Kusia), Pericopsis elata (Kokrodua), Pteleopsis hylodendron (Kwae-Kane), Rhodognaphalon brevicuspe (Bombax), Terminalia ivorensis (Emeri), Terminalia superba (Ofram), Triplochiton scleroxylon (Wawa), Albizia ferruginea (Awiemfosamin), Antiaris toxicaria (Kyenkyen), Blighia sapida (Akyi), Ceiba pentrandra (Onyina), Tectona grandis (Teka);"1. Grass cutting and strip or circle weeding at least three times per year until canopy closure.
2. Checking forest stands annually for necessary climber cutting to prevent smothering of planted stock.
3. Influencing wood distribution between stem and branches through timely thinning and pruning.
4. Cleaning part of the stem from branches for higher timber quality and better machine ability.
5. Harvesting all remaining teak trees after 20 years and treating stumps with round-up.
6. Establishment of wildlife corridor network.
7. Protection and planting of indigenous and rare tree species.
8. Planting buffer zones with indigenous species.
9. High Conservation Value (HCV) monitoring.
10. Minimizing pollution by reducing the use of pesticides to a minimum.
11. Erosion control through erosion channels and respecting buffer zones.
12. Reduced Impact Logging (RIL) through adequate planning of forestry operations and best practice forestry operations.
13. Providing training to employees for safety and skills development.
14. Ensuring high standard working conditions, fair wages, health insurance, and education for employees.
15. Empowerment through a benefit-sharing agreement with local communities";Yes;Yes;Animal biodiversity, Plant biodiversity;No;Yes;Commercial (timber production), None;Commercial reforestation, Reforestation for recovering;Yes;
6/8/2024 12:38:30;gabrielasales@discente.ufg.br;The International Small Group and Tree Planting Program, Uganda, VCS-005;993;The International Small Group and Tree Planting Program (TIST) in Uganda is a combined reforestation and sustainable development project carried out by subsistence farmers. The project empowers Small Groups of 6-to-12 subsistence farmers in India, Kenya, Tanzania, and Uganda to combat deforestation, poverty, and drought by planting trees on their land and retaining ownership of the trees and their products. Participants receive training from TIST and a share of the carbon revenues from Clean Air Action Corporation (CAAC);Uganda;Africa;Tropical and Subtropical Moist Broadleaf Forests, Tropical and Subtropical Grasslands, Savannas and Shrublands;Tropical;The purpose of the project is to empower subsistence farmers in Uganda to combat deforestation, poverty, and drought by planting trees on their land and retaining ownership of the trees and their products.;"1. Combating the devastating effects of deforestation, poverty, and drought.
2. Empowering Small Groups of subsistence farmers to plant trees on their land.
3. Retaining ownership of the trees and their products by the participating farmers.
4. Generating income for participants through carbon credit sales.
5. Addressing agricultural, HIV/AIDS, nutritional, and fuel-related challenges.
6. Increasing tree planting and biodiversity efforts.
7. Providing sustainable development opportunities for subsistence farmers.
8. Contributing to climate change mitigation efforts through carbon sequestration";private owners;722.6;584289;Above ground, Below ground;2003;30;Project investors, Local private owners;Carbon credits under VCS;Native, Exotic;Acacia mearnsii (Australian Acacia), Annona spp. (Annona), Artocarpus heterophyllus (Jackfruit), Azadirachta indica (Neem), Callistemon spp. (Bottlebrush), Carica papaya (Papaya), Casuarina equisetifolia (Casuarina), Citrus aurantifolia (Lime tree), Citrus sinensis (Orange), Cordia Africana (East African Cordia), Croton megalocarpus (Croton), Cupressus spp. (Cypress), Cyphomandra betacea (Tree Tomato), Entada abyssinica (Tree Entanda), Eriobotrya japonica (Loquat), Eucalyptus grandis (Flooded Gum), Grevillea robusta (Grevillea), Jacaranda mimosifolia (Jacaranda), Macadamia spp. (Macadamia Nut), Maesopsis eminii (Umbrella Tree), Mangifera indica (Mango), Melia azedarach (Chinaberry), Persea americana (Avocado), Pinus Patula (Patula pine), Podocarpus falcatus (East African Yellow Wood), Prunus africana (Iron Wood), Psidium guajava (Guava), Solanum aculeastrum (Bitter Apple), Symphonia globulifera (Symphonia globulifera), Vangueria spp. (Wild Medlar), Vernonia amygdalina (Bitter Leaf), Zanthoxylum gilletii (East African Satinwood);"1. Direct tree planting of species selected by Small Groups based on their goals and needs.
2. Acquisition of seeds and development of nurseries by Small Groups.
3. Tree planting using manual methods with hand tools.
4. Digging individual holes for seedlings, spaced appropriately and fertilized with natural fertilizers.
5. Monitoring project activities using innovative data collection systems.
6. Use of Internet technology for transparent reporting and data transfer.
7. Training Small Groups to use local natural techniques for pest management .
8. Encouraging farm crop rotations that incorporate indigenous tree species to promote biodiversity.
9. Interplanting exotic species with native tree species to enhance biodiversity.
10. Promoting awareness on the benefits of organic fertilizers and pesticides for biodiversity conservation.
11. Conducting participatory techniques to identify farmers' concerns and feedback for continuous improvement.
12. Increasing awareness on TIST policies and values among group members for social cohesion.
13. Regular training and meetings at the group level to update on policies and practices.";Yes;Yes;Number of trees planted;No;No;Local sustainable use;Reforestation for recovering;Yes;
6/8/2024 14:11:06;gabrielasales@discente.ufg.br;The International Small Group and Tree Planting Program, India, VCS-001;994;The International Small Group and Tree Planting Program (TIST) in India is a reforestation and sustainable development initiative involving subsistence farmers. The program enables farmers to plant trees on their land, retaining ownership of the trees and their products. Through training provided by TIST, farmers participate in the project and receive a share of the carbon revenues generated by Clean Air Action Corporation (CAAC) . The project focuses on afforestation, reforestation, and revegetation activities, primarily involving species such as Tectona grandis, Gmelina arborea, and Mangifera indica . The project is environmentally friendly, with no negative environmental impacts identified;India;Asia;Tropical and Subtropical Moist Broadleaf Forests;Tropical;The purpose of the project is to promote reforestation and sustainable development among subsistence farmers in India through the planting of trees on their land.;"1. Achieving greenhouse gas removals through reforestation and revegetation activities .
2. Planting trees such as Tectona grandis, Gmelina arborea, and Mangifera indica in project areas .
3. Breaking the local cycle of deforestation, drought, and famine by planting trees in thousands of discrete groves and land parcels .
4. Reducing erosion, stabilizing and enriching the soil, and providing various benefits such as edible fruits and nuts, medicines, windbreaks, firewood, and timber through tree planting activities .
5. Empowering subsistence farmers to participate in tree planting activities and retain ownership of the trees and their products.";private owners;671.8;331410;Above ground, Below ground;2004;30;Project investors, Local private owners;Carbon credits under VCS;Native, Exotic;Endiandra glauca, Eucalyptus grandis, Gmelina Arborea, Grevillea Robusta, Mangifera indica, Melia azedarach, Olea europaea, Phyllanthus emblica, Pouteria sapota, Psidium guajava, Pterocarpus Marsupium, Pterocarpus santalinus, Swietenia mahagoni, Tamarindus indica, Tectona grandis, Toona ciliata, Zanthoxylum spp., Anacardium occidentale, Aniba Rosaedora, Azadirachta indica, Bombax ceiba, Casuarina equisetifolia, Citrus limonum, Citrus sinensis;"1. Tree planting activities with selected species 
2. Introduction of nature-based activities like beekeeping 
3. Training on conservation farming practices 
4. Adoption of organic farming to reduce soil erosion 
5. Possible replication and adoption of conservation farming practices 
6. Improved farm productivity and environmental improvement through appropriate farming practices 
7. Social empowerment of Small Groups through awareness creation and training 
";Yes;Yes;Number of trees planted;No;No;Local sustainable use;Afforestation;Yes;
